,City,Total score,Quality of life score,Family score,Cost,Internet,Fun,Safety,Lack of crime,Lack of racism,Education level,Income level,English speaking,Walkability,Traffic safety,Happiness,Nightlife,Free WiFi in city,A/C or heating,Friendly to foreigners,Freedom of speech,Female friendly,LGBTQ+ friendly,Startup Score,Hospitals,Country,Continent,Ciudad_Country,Latitude,Longitude
424,Fes,3.22,Okay,Bad,Affordable,Slow,Good,Good,Good,Good,Low,Very low,Bad,Great,Bad,Okay,Bad,Okay,Okay,Good,Okay,Bad,Bad,Bad,Okay,Morocco,Africa,"Fes, Morocco",34.0346534,-5.0161926
425,Bogota,3.37,Okay,Bad,Cheap,Good,Okay,Very bad,Very bad,Bad,Mediocre,Very low,Bad,Great,Bad,Good,Bad,Good,Bad,Great,Okay,Bad,Great,Bad,Great,Colombia,Latin America,"Bogota, Colombia",4.6533326,-74.083652
426,Tainan,3.31,Good,Okay,Affordable,Fast,Good,Conflict / political instability,Great,Okay,High,Low,Bad,Great,Okay,Good,Okay,Good,Okay,Okay,Good,Good,Great,Bad,Great,Taiwan,Asia,"Tainan, Taiwan",22.9912348,120.184982
427,Palm Coast,3.22,Good,Okay,Pricey,Fast,Okay,Good,Good,Good,High,Very high,Great,Bad,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Unknown,United States,North America,"Palm Coast, United States",29.5541432,-81.2207673
428,Colombo,3.49,Okay,Okay,Cheap,Good,Good,Good,Good,Unknown,High,Very low,Okay,Great,Okay,Bad,Bad,Okay,Good,Great,Okay,Good,Bad,Okay,Bad,Sri Lanka,Asia,"Colombo, Sri Lanka",6.9387469,79.8541134
429,Hof,3.18,Good,Okay,Okay,Super fast,Okay,Good,Great,Okay,High,High,Good,Bad,Okay,Good,Okay,Okay,Okay,Okay,Great,Okay,Great,Okay,Great,Germany,Europe,"Hof, Germany",50.3219015,11.9178807
430,Burgas,3.55,Okay,Okay,Affordable,Fast,Bad,Good,Good,Bad,High,Very low,Good,Great,Okay,Bad,Bad,Great,Good,Good,Okay,Great,Bad,Okay,Bad,Bulgaria,Europe,"Burgas, Bulgaria",42.444553,27.208264534658166
431,Bar,3.2,Good,Okay,Affordable,Fast,Okay,Good,Good,Unknown,High,Very low,Bad,Great,Okay,Okay,Okay,Bad,Bad,Great,Okay,Bad,Okay,Bad,Unknown,Montenegro,Europe,"Bar, Montenegro",42.0979745,19.0954528
432,Huizhou,3.13,Okay,Bad,Cheap,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Bad,Bad,Okay,Okay,Bad,Bad,Okay,Unknown,Okay,Okay,Bad,Great,China,Asia,"Huizhou, China",23.1146515,114.4107202
433,Guiyang,3.21,Okay,Bad,Cheap,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Bad,Bad,Okay,Okay,Bad,Bad,Okay,Unknown,Okay,Okay,Bad,Unknown,China,Asia,"Guiyang, China",25.7561647,112.72964
434,Dongguan,2.92,Okay,Bad,Affordable,Unusably slow,Bad,Good,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Okay,Bad,Bad,Okay,Unknown,Okay,Okay,Bad,Okay,China,Asia,"Dongguan, China",23.0205969,113.7457788
435,Windhoek,3.22,Okay,Okay,Affordable,Slow,Okay,Okay,Bad,Unknown,Low,Very low,Okay,Great,Bad,Bad,Bad,Bad,Bad,Okay,Great,Okay,Bad,Bad,Unknown,Namibia,Africa,"Windhoek, Namibia",-22.5776104,17.0772739
436,Rennes,3.23,Good,Okay,Okay,Fast,Okay,Good,Good,Okay,High,Mediocre,Okay,Bad,Okay,Good,Bad,Okay,Good,Okay,Good,Okay,Great,Okay,Good,France,Europe,"Rennes, France",48.1113387,-1.6800198
437,Belem,3.19,Okay,Bad,Affordable,Slow,Good,Okay,Very bad,Good,Mediocre,Very low,Okay,Bad,Bad,Good,Okay,Bad,Bad,Good,Okay,Okay,Great,Bad,Bad,Brazil,Latin America,"Belem, Brazil",-1.45056,-48.4682453
438,Amed,2.93,Okay,Okay,Cheap,Slow,Good,Great,Great,Good,Mediocre,Very low,Bad,Okay,Bad,Okay,Bad,Bad,Okay,Good,Okay,Good,Okay,Bad,Unknown,Indonesia,Asia,"Amed, Indonesia",-8.334584,115.6409359
439,Genoa,3.24,Good,Okay,Okay,Fast,Good,Good,Great,Bad,High,Mediocre,Good,Great,Okay,Okay,Bad,Okay,Good,Great,Good,Good,Great,Okay,Unknown,Italy,Europe,"Genoa, Italy",44.40726,8.9338624
440,Madurai,2.98,Okay,Okay,Cheap,Fast,Okay,Good,Good,Bad,Low,Very low,Okay,Bad,Bad,Bad,Bad,Bad,Bad,Okay,Okay,Bad,Bad,Okay,Great,India,Asia,"Madurai, India",9.9261153,78.1140983
441,Utrecht,3.16,Good,Good,Pricey,Fast,Good,Good,Great,Good,High,High,Great,Great,Okay,Great,Good,Good,Okay,Great,Great,Great,Great,Okay,Great,Netherlands,Europe,"Utrecht, Netherlands",52.080985600000005,5.12768396945229
442,Malacca,3.13,Okay,Bad,Cheap,Fast,Okay,Good,Good,Bad,Mediocre,Very low,Okay,Great,Bad,Good,Bad,Bad,Okay,Okay,Bad,Okay,Bad,Bad,Unknown,Malaysia,Asia,"Malacca, Malaysia",2.3293744,102.2880962
443,Cavtat,3.21,Okay,Okay,Affordable,Fast,Good,Good,Great,Okay,High,Very low,Okay,Okay,Okay,Okay,Bad,Okay,Bad,Good,Good,Bad,Bad,Okay,Unknown,Croatia,Europe,"Cavtat, Croatia",42.5814314,18.2177461
444,Pisa,3.22,Good,Okay,Okay,Fast,Good,Good,Great,Bad,High,Mediocre,Good,Great,Okay,Okay,Good,Great,Good,Okay,Good,Good,Okay,Okay,Great,Italy,Europe,"Pisa, Italy",43.7159395,10.4018624
445,Ipoh,3.19,Okay,Bad,Affordable,Fast,Okay,Good,Good,Bad,Mediocre,Very low,Okay,Great,Bad,Good,Bad,Bad,Bad,Okay,Bad,Okay,Bad,Bad,Okay,Malaysia,Asia,"Ipoh, Malaysia",4.5986817,101.0900236
446,Wollongong,3.15,Good,Good,Pricey,Fast,Bad,Good,Great,Good,Very high,Very high,Great,Great,Okay,Great,Okay,Great,Great,Great,Good,Great,Great,Okay,Unknown,Australia,Oceania,"Wollongong, Australia",-34.4243941,150.89385
447,Kunming,3.1,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Bad,Bad,Bad,Okay,Unknown,Okay,Bad,Bad,Good,China,Asia,"Kunming, China",24.8843019,102.8324209
448,Ghent,3.14,Good,Okay,Okay,Fast,Okay,Good,Good,Bad,High,High,Good,Great,Okay,Good,Okay,Okay,Okay,Good,Great,Great,Great,Okay,Unknown,Belgium,Europe,"Ghent, Belgium",51.0538286,3.7250121
449,Johor Bahru,3.18,Okay,Bad,Cheap,Fast,Bad,Good,Good,Unknown,Mediocre,Very low,Okay,Great,Bad,Good,Bad,Bad,Bad,Okay,Bad,Bad,Bad,Bad,Okay,Malaysia,Asia,"Johor Bahru, Malaysia",1.503555,103.7495586
450,Stockton,3.22,Good,Good,Pricey,Super fast,Okay,Okay,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Okay,Great,Okay,Great,United States,North America,"Stockton, United States",37.9577016,-121.2907796
451,Peoria,3.32,Okay,Okay,Okay,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Okay,Great,Okay,Great,United States,North America,"Peoria, United States",40.6938609,-89.5891008
452,Kaunas,3.2,Okay,Okay,Affordable,Fast,Okay,Okay,Okay,Good,High,Low,Okay,Great,Okay,Okay,Okay,Great,Okay,Okay,Good,Good,Bad,Okay,Good,Lithuania,Europe,"Kaunas, Lithuania",54.8982139,23.9044817
453,Lake Tahoe,3.22,Okay,Okay,Way too expensive,Fast,Good,Good,Good,Okay,High,Very high,Great,Great,Okay,Good,Good,Good,Good,Okay,Good,Okay,Great,Okay,Unknown,United States,North America,"Lake Tahoe, United States",39.08854049999999,-120.05035277301698
454,Bologna,3.22,Good,Okay,Okay,Fast,Okay,Good,Great,Bad,High,Mediocre,Okay,Great,Okay,Okay,Okay,Okay,Okay,Great,Good,Okay,Okay,Bad,Great,Italy,Europe,"Bologna, Italy",44.4938203,11.3426327
455,Makassar,3.2,Okay,Bad,Cheap,Good,Okay,Good,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Okay,Bad,Bad,Okay,Okay,Bad,Bad,Bad,Unknown,Indonesia,Asia,"Makassar, Indonesia",-5.1342962,119.4124282
456,Green Bay,3.2,Good,Good,Pricey,Fast,Okay,Great,Good,Good,High,Very high,Great,Bad,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Great,United States,North America,"Green Bay, United States",44.5126379,-88.0125794
457,Santiago,3.33,Good,Okay,Affordable,Fast,Bad,Good,Good,Good,High,Very low,Bad,Great,Okay,Good,Okay,Okay,Great,Great,Good,Great,Great,Bad,Great,Chile,Latin America,"Santiago, Chile",-33.4377756,-70.6504502
458,Bath,3.2,Good,Good,Too expensive,Fast,Okay,Great,Great,Great,High,High,Great,Great,Okay,Good,Okay,Okay,Unknown,Unknown,Good,Good,Great,Okay,Great,United Kingdom,Europe,"Bath, United Kingdom",51.380926349999996,-2.37418971512966
459,Victorville,3.13,Good,Okay,Pricey,Super fast,Okay,Good,Good,Good,High,Very high,Great,Bad,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Okay,United States,North America,"Victorville, United States",34.5361067,-117.2911565
460,Scranton,3.27,Good,Good,Pricey,Super fast,Okay,Good,Good,Okay,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Unknown,United States,North America,"Scranton, United States",41.4086874,-75.6621294
461,Billings,3.2,Okay,Okay,Pricey,Fast,Okay,Good,Good,Great,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Okay,Great,Okay,Great,United States,North America,"Billings, United States",45.7874957,-108.49607
462,Harare,3.07,Okay,Okay,Affordable,Slow,Okay,Okay,Okay,Unknown,Low,Very low,Great,Bad,Okay,Bad,Bad,Bad,Good,Okay,Okay,Bad,Bad,Okay,Unknown,Zimbabwe,Africa,"Harare, Zimbabwe",-17.831773,31.045686
463,Dothan,3.25,Okay,Okay,Okay,Fast,Okay,Good,Good,Okay,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Okay,Great,Okay,Good,United States,North America,"Dothan, United States",31.2237434,-85.3933906
464,Jacksonville,3.23,Good,Okay,Pricey,Fast,Good,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Great,Good,Good,Good,Okay,Great,Okay,Great,United States,North America,"Jacksonville, United States",30.3321838,-81.655651
465,Tulare,3.19,Good,Okay,Pricey,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Okay,United States,North America,"Tulare, United States",36.2516475,-118.852583
466,Conway,3.19,Okay,Okay,Okay,Fast,Okay,Okay,Good,Good,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Bad,Great,Okay,Good,United States,North America,"Conway, United States",35.2521996,-92.6888936
467,Oregon City,3.2,Good,Okay,Pricey,Super fast,Okay,Good,Good,Great,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Unknown,United States,North America,"Oregon City, United States",45.3573429,-122.6067583
468,Schenectady,3.21,Good,Good,Pricey,Fast,Okay,Good,Good,Okay,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Good,United States,North America,"Schenectady, United States",42.8142432,-73.9395687
469,Grenoble,3.21,Good,Okay,Okay,Fast,Okay,Good,Good,Okay,High,Mediocre,Okay,Great,Okay,Good,Bad,Great,Okay,Good,Good,Good,Great,Okay,Unknown,France,Europe,"Grenoble, France",45.1875602,5.7357819
470,Okinawa City,3.2,Good,Okay,Okay,Super fast,Great,Great,Great,Good,High,High,Okay,Bad,Okay,Okay,Good,Bad,Great,Great,Good,Great,Good,Okay,Unknown,Japan,Asia,"Okinawa City, Japan",34.6634288,135.5032721
471,Tehran,3.09,Okay,Bad,Affordable,Slow,Bad,Good,Good,Bad,Mediocre,Very low,Bad,Great,Bad,Bad,Bad,Bad,Good,Great,Bad,Bad,Bad,Bad,Great,Iran,Middle East,"Tehran, Iran",35.6892523,51.3896004
472,Kampala,3.02,Okay,Bad,Affordable,Slow,Okay,Bad,Bad,Unknown,Low,Very low,Okay,Great,Bad,Bad,Bad,Unknown,Bad,Okay,Okay,Bad,Bad,Bad,Bad,Uganda,Africa,"Kampala, Uganda",0.3177137,32.5813539
473,St Catharines,3.32,Good,Good,Okay,Fast,Bad,Good,Good,Great,High,High,Great,Great,Okay,Great,Bad,Okay,Good,Great,Great,Great,Great,Okay,Good,Canada,North America,"St Catharines, Canada",43.1579812,-79.2441003
474,Cixi,3.14,Okay,Bad,Affordable,Unusably slow,Okay,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Okay,Bad,Bad,Okay,Unknown,Okay,Okay,Bad,Unknown,China,Asia,"Cixi, China",30.247601,121.31938451585901
475,Bandar Seri Begawan,3.19,Okay,Bad,Affordable,Unusably slow,Bad,Good,Great,Bad,Mediocre,Mediocre,Bad,Okay,Okay,Unknown,Bad,Okay,Okay,Okay,Bad,Okay,Bad,Bad,Okay,Brunei,Asia,"Bandar Seri Begawan, Brunei",4.8895453,114.9417574
476,Palmdale,3.2,Good,Good,Pricey,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Unknown,United States,North America,"Palmdale, United States",34.5793131,-118.1171108
477,Tel Aviv,3.09,Good,Good,Way too expensive,Fast,Great,Great,Good,Good,High,High,Good,Great,Okay,Great,Great,Great,Great,Good,Okay,Great,Great,Okay,Unknown,Israel,Middle East,"Tel Aviv, Israel",32.0852997,34.7818064
478,Edinburgh,3.11,Good,Good,Way too expensive,Fast,Okay,Great,Great,Great,High,High,Great,Great,Okay,Good,Good,Good,Good,Good,Good,Great,Great,Okay,Great,United Kingdom,Europe,"Edinburgh, United Kingdom",55.9533456,-3.1883749
479,Flint,3.18,Okay,Okay,Okay,Super fast,Okay,Good,Good,Good,High,Very high,Great,Bad,Okay,Good,Okay,Good,Unknown,Unknown,Good,Bad,Great,Okay,Great,United States,North America,"Flint, United States",43.0161693,-83.6900211
480,Cordoba,3.14,Good,Okay,Cheap,Slow,Okay,Okay,Okay,Good,High,Very low,Okay,Great,Okay,Good,Okay,Okay,Okay,Great,Good,Okay,Great,Okay,Good,Argentina,Latin America,"Cordoba, Argentina",-31.4173391,-64.183319
481,Ko Chang,3.1,Okay,Bad,Cheap,Fast,Okay,Good,Good,Okay,Mediocre,Very low,Bad,Okay,Bad,Good,Okay,Bad,Okay,Good,Okay,Okay,Bad,Bad,Unknown,Thailand,Asia,"Ko Chang, Thailand",12.054616800000002,102.33734259872213
482,Lake Charles,3.21,Okay,Okay,Okay,Super fast,Okay,Good,Good,Okay,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Okay,Great,Okay,Great,United States,North America,"Lake Charles, United States",30.2265949,-93.2173759
483,St George,3.19,Good,Okay,Pricey,Super fast,Okay,Good,Good,Great,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Unknown,United States,North America,"St George, United States",37.104153,-113.5841313
484,Bielefeld,3.19,Good,Okay,Okay,Fast,Okay,Good,Great,Okay,High,High,Good,Great,Okay,Good,Okay,Okay,Okay,Okay,Great,Okay,Great,Okay,Great,Germany,Europe,"Bielefeld, Germany",52.0191005,8.531007
485,Campinas,3.22,Okay,Okay,Affordable,Good,Okay,Okay,Very bad,Good,Mediocre,Very low,Bad,Great,Bad,Good,Bad,Okay,Okay,Good,Okay,Okay,Great,Bad,Good,Brazil,Latin America,"Campinas, Brazil",-22.90556,-47.06083
486,Longview,3.05,Okay,Okay,Pricey,Super fast,Okay,Good,Good,Good,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Okay,Great,Okay,Good,United States,North America,"Longview, United States",32.5007031,-94.74049
487,Grand Junction,3.18,Okay,Okay,Pricey,Super fast,Okay,Good,Good,Great,High,Very high,Great,Bad,Okay,Good,Okay,Good,Unknown,Unknown,Good,Bad,Great,Okay,Good,United States,North America,"Grand Junction, United States",39.063956,-108.5507317
488,Luanda,3.18,Okay,Bad,Affordable,Slow,Good,Bad,Okay,Unknown,Low,Very low,Okay,Great,Bad,Bad,Okay,Okay,Okay,Great,Okay,Bad,Okay,Bad,Unknown,Angola,Africa,"Luanda, Angola",-8.8272699,13.2439512
489,Jakarta,3.07,Okay,Bad,Affordable,Good,Bad,Great,Great,Bad,Mediocre,Very low,Okay,Great,Bad,Okay,Okay,Okay,Okay,Okay,Okay,Okay,Bad,Bad,Good,Indonesia,Asia,"Jakarta, Indonesia",-6.1753942,106.827183
490,Muncie,3.27,Good,Okay,Okay,Super fast,Okay,Good,Good,Good,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Okay,Great,Okay,Bad,United States,North America,"Muncie, United States",40.1936892,-85.3865271
491,Belo Horizonte,3.15,Okay,Okay,Cheap,Good,Bad,Okay,Very bad,Good,Mediocre,Very low,Bad,Great,Bad,Good,Okay,Bad,Bad,Good,Okay,Bad,Great,Bad,Great,Brazil,Latin America,"Belo Horizonte, Brazil",-19.9227318,-43.9450948
492,Greenville,3.18,Okay,Okay,Pricey,Fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Okay,Great,Okay,Great,United States,North America,"Greenville, United States",34.851354,-82.3984882
493,Bocas Del Toro,3.18,Okay,Okay,Affordable,Slow,Great,Okay,Bad,Good,Mediocre,Very low,Bad,Okay,Okay,Good,Good,Good,Bad,Okay,Okay,Okay,Good,Bad,Unknown,Panama,Latin America,"Bocas Del Toro, Panama",9.3040623,-82.12848154978464
494,Hue,3.17,Okay,Bad,Affordable,Good,Okay,Good,Good,Okay,Low,Very low,Bad,Great,Bad,Bad,Bad,Okay,Okay,Great,Bad,Okay,Bad,Bad,Unknown,Vietnam,Asia,"Hue, Vietnam",16.4639321,107.5863388
495,Norwich,3.16,Good,Good,Too expensive,Fast,Okay,Good,Great,Great,High,High,Great,Great,Okay,Good,Good,Okay,Okay,Good,Good,Good,Great,Okay,Great,United Kingdom,Europe,"Norwich, United Kingdom",52.6285694,1.2923049
496,Jiangmen,2.92,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Okay,Bad,Bad,Okay,Unknown,Okay,Okay,Bad,Great,China,Asia,"Jiangmen, China",22.5816619,113.0761073
497,Kennewick,3.17,Good,Okay,Pricey,Super fast,Okay,Great,Good,Great,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Okay,United States,North America,"Kennewick, United States",46.2087066,-119.119919
498,Mui Ne,3.18,Okay,Bad,Cheap,Slow,Okay,Good,Good,Okay,Low,Very low,Bad,Great,Bad,Bad,Bad,Okay,Okay,Good,Bad,Okay,Bad,Bad,Unknown,Vietnam,Asia,"Mui Ne, Vietnam",10.9428763,108.2830253
499,Bedford,3.17,Good,Okay,Pricey,Super fast,Okay,Good,Good,Okay,High,Very high,Great,Bad,Okay,Good,Okay,Good,Good,Okay,Good,Okay,Great,Okay,Great,United States,North America,"Bedford, United States",32.844017,-97.1430671
500,Harlingen,3.22,Okay,Okay,Okay,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Okay,Great,Okay,Good,United States,North America,"Harlingen, United States",26.1908241,-97.6959794
501,Manama,2.6,Okay,Okay,Affordable,Good,Good,Great,Great,Unknown,Mediocre,Low,Okay,Great,Okay,Good,Good,Good,Good,Great,Bad,Good,Bad,Okay,Okay,Bahrain,Middle East,"Manama, Bahrain",26.2235041,50.5822436
502,Benin City,3.0,Okay,Bad,Affordable,Slow,Bad,Okay,Okay,Okay,Low,Very low,Okay,Great,Bad,Bad,Bad,Bad,Bad,Okay,Okay,Okay,Bad,Bad,Unknown,Nigeria,Africa,"Benin City, Nigeria",6.3330586,5.6221058
503,Turku,3.19,Good,Okay,Pricey,Fast,Okay,Good,Good,Good,High,High,Good,Great,Okay,Great,Okay,Great,Okay,Good,Great,Great,Great,Okay,Unknown,Finland,Europe,"Turku, Finland",60.4517531,22.2670522
504,Northampton,3.14,Good,Good,Pricey,Fast,Bad,Good,Great,Great,High,High,Great,Great,Okay,Good,Bad,Okay,Okay,Good,Good,Great,Great,Okay,Great,United Kingdom,Europe,"Northampton, United Kingdom",52.23433665,-0.9028072768185829
505,Grand Forks,3.16,Good,Okay,Pricey,Fast,Okay,Good,Good,Great,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Okay,Great,Okay,Good,United States,North America,"Grand Forks, United States",47.9078244,-97.0592028
506,Antananarivo,3.12,Okay,Bad,Affordable,Fast,Bad,Great,Great,Okay,Low,Very low,Bad,Great,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Madagascar,Africa,"Antananarivo, Madagascar",-18.9100122,47.5255809
507,Bloomington,3.28,Good,Good,Pricey,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Bad,Okay,Good,Good,Okay,Great,Okay,Great,United States,North America,"Bloomington, United States",39.1670396,-86.5342881
508,Vasai,3.0,Okay,Bad,Affordable,Fast,Bad,Good,Good,Bad,Low,Very low,Okay,Bad,Bad,Bad,Bad,Bad,Okay,Good,Okay,Bad,Bad,Bad,Unknown,India,Asia,"Vasai, India",19.439884550000002,72.8803834000775
509,St Joseph,3.18,Good,Okay,Pricey,Super fast,Okay,Good,Good,Good,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Okay,Great,Okay,Unknown,United States,North America,"St Joseph, United States",39.7686055,-94.8466322
510,Jonesboro,3.21,Okay,Okay,Okay,Fast,Okay,Good,Good,Good,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Bad,Great,Okay,Good,United States,North America,"Jonesboro, United States",35.8272257,-90.6949871
511,Gili Air,2.89,Okay,Bad,Affordable,Good,Bad,Good,Great,Bad,Mediocre,Very low,Bad,Bad,Bad,Okay,Bad,Bad,Bad,Okay,Okay,Bad,Bad,Bad,Unknown,Indonesia,Asia,"Gili Air, Indonesia",-8.35760475,116.08115279184318
512,Apple Valley,3.1,Good,Okay,Pricey,Super fast,Okay,Good,Good,Good,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Good,United States,North America,"Apple Valley, United States",44.7319094,-93.21772
513,Fort Lauderdale,3.16,Good,Good,Too expensive,Fast,Good,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Good,Good,Good,Good,Great,Okay,Great,United States,North America,"Fort Lauderdale, United States",26.1223084,-80.1433786
514,Philadelphia,3.22,Good,Good,Too expensive,Super fast,Good,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Great,Great,Good,Good,Okay,Great,Okay,Great,United States,North America,"Philadelphia, United States",39.9527237,-75.1635262
515,Udon Thani,3.17,Okay,Bad,Cheap,Fast,Bad,Great,Good,Bad,Mediocre,Very low,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Okay,Bad,Good,Bad,Unknown,Thailand,Asia,"Udon Thani, Thailand",17.5211917,102.6680012
516,Reading Pa,3.17,Good,Okay,Pricey,Super fast,Okay,Great,Good,Okay,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Okay,United States,North America,"Reading Pa, United States",40.335345,-75.9279495
517,Brazzaville,3.16,Okay,Bad,Affordable,Unusably slow,Bad,Bad,Bad,Bad,Low,Very low,Okay,Great,Bad,Unknown,Okay,Bad,Bad,Okay,Unknown,Bad,Bad,Bad,Unknown,Congo,Africa,"Brazzaville, Congo",-4.2694407,15.2712256
518,Torshavn,3.18,Good,Good,Pricey,Super fast,Okay,Good,Great,Great,High,Very high,Good,Great,Okay,Great,Okay,Good,Unknown,Unknown,Great,Great,Great,Okay,Unknown,Denmark,Europe,"Torshavn, Denmark",55.7121643,12.563150889107241
519,Dublin,3.05,Good,Good,Way too expensive,Fast,Okay,Good,Great,Great,High,Very high,Great,Great,Okay,Good,Okay,Great,Bad,Okay,Great,Okay,Great,Okay,Good,Ireland,Europe,"Dublin, Ireland",53.3497645,-6.2602732
520,Thane,3.12,Okay,Bad,Cheap,Fast,Good,Good,Good,Bad,Low,Very low,Okay,Great,Bad,Bad,Okay,Bad,Bad,Good,Okay,Bad,Bad,Okay,Bad,India,Asia,"Thane, India",19.1943294,72.9701779
521,Springdale,3.22,Good,Okay,Pricey,Super fast,Okay,Good,Good,Good,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Okay,United States,North America,"Springdale, United States",36.1867442,-94.1288142
522,Moradabad,3.07,Okay,Bad,Cheap,Fast,Okay,Good,Good,Bad,Low,Very low,Okay,Okay,Bad,Bad,Bad,Bad,Bad,Okay,Okay,Bad,Bad,Bad,Unknown,India,Asia,"Moradabad, India",28.8638424,78.80577833091104
523,Guwahati,3.2,Okay,Bad,Affordable,Fast,Okay,Great,Good,Bad,Low,Very low,Bad,Bad,Bad,Bad,Bad,Bad,Okay,Bad,Okay,Okay,Bad,Bad,Bad,India,Asia,"Guwahati, India",26.1805978,91.753943
524,Tunis,3.15,Okay,Bad,Affordable,Slow,Great,Good,Good,Unknown,Mediocre,Very low,Bad,Great,Bad,Bad,Bad,Unknown,Okay,Good,Okay,Bad,Bad,Bad,Bad,Tunisia,Africa,"Tunis, Tunisia",33.8439408,9.400138
525,Enterprise,3.16,Good,Okay,Pricey,Super fast,Okay,Good,Good,Good,High,Very high,Great,Bad,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Okay,United States,North America,"Enterprise, United States",31.3151708,-85.8552161
526,Killeen,3.16,Okay,Okay,Pricey,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Bad,Great,Okay,Good,United States,North America,"Killeen, United States",31.1171441,-97.727796
